Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Malta,MLT,0.4721066879515,0.727730461418937,0.830737707461918,0.772382452954169,0.6861846028478
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Marshall Islands,MHL,18.2091455560326,19.9060380479735,24.9658555426806,21.0127466456196,19.4718087157732
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritania,MRT,19.957882454072,19.1523401706647,19.1485811289032,21.2302013888594,18.7429246253911
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritius,MUS,2.70724144125848,3.14186163600476,3.280236086774,3.55746033746853,3.8573456405553
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Moldova,MDA,10.1608126286441,9.36669201380178,10.5865870134286,8.29326188486187,7.61944302883983
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Monaco,MCO,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Montenegro,MNE,6.39384153850846,7.55489179088164,6.46148344458535,6.04398906282864,5.47218650083326
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Morocco,MAR,10.8424017370039,10.6636401420592,11.9779439009277,9.8181364510228,11.0646198674555
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Netherlands,NLD,1.7588069903961,1.73737205482673,1.65464640233302,1.64194723390554,1.72255687762915
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,New Caledonia,NCL,1.78613861386139,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,New Zealand,NZL,5.69403389305889,5.71446864557672,5.78022431553644,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Papua New Guinea,PNG,16.9764457963718,18.7553254414599,18.9927879739106,16.9085919668347,16.959592502238
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Poland,POL,2.37029744646443,2.56844423547416,2.24552304361646,2.80606930357805,2.74749309885613
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Portugal,PRT,1.99991845769704,2.14089692520428,2.16204629838151,1.90543677756043,2.11841993793413
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Romania,ROU,4.29922089922956,4.0647816898077,4.60565294466557,3.8129043866278,3.87724563959829
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Russian Federation,RUS,3.53030291392166,4.00635163401546,3.93760010064737,3.82076764376678,3.34855889106627
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Samoa,WSM,9.10454875149409,9.53628221636978,9.85279056927427,9.99264987474928,10.9738580777854
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,San Marino,SMR,0.0152774759329299,0.0141009168983556,0.0166253927819304,0.0114889167333267,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Saudi Arabia,SAU,2.55954777337025,2.96025047239585,2.67515942997207,2.40492087955598,2.71494286407976
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Serbia,SRB,4.76474851493196,5.05373769401741,5.15586469879064,5.33833772063431,3.7865962699793
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Seychelles,SYC,2.12955445087691,1.96124535557297,2.44466263831241,2.59090853442949,2.81663903546804
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Singapore,SGP,0.0321888370280154,0.0327869668385027,0.0307258905921678,0.0265267659870693,0.0290657823856606
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Slovak Republic,SVK,1.6170097133415,1.72917824309886,1.82466337881561,1.92924847500286,2.00257670735336
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Solomon Islands,SLB,32.6711500680067,34.1198383133867,35.0435877725258,33.7555285921171,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Africa,ZAF,1.9503211452698,2.57866122238783,2.48808434399147,2.70990871821223,2.61681042406659
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Spain,ESP,2.51980122994951,2.78468031745976,2.76824927112995,2.30957558409148,2.4997263609206
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Lucia,LCA,1.73221387538665,1.98117635433907,1.71380965604792,1.51771457480278,1.12628402475082
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Vincent and the Grenadines,VCT,7.00102071108183,8.59754538481207,5.35666515216496,4.57706943395937,4.15378200896425
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sweden,SWE,1.29094538271318,1.19966667848375,1.11492008235868,1.04020128176122,0.993696150422338
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Switzerland,CHE,0.647745526895984,0.705477633321729,0.625932432983477,0.614574942644973,0.62920241956629
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tunisia,TUN,9.76625873287072,10.3917002295357,10.1462824713298,10.7958851488668,9.47322064564395
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Turkiye,TUR,6.40176095459275,6.66994132531181,5.53375329262718,6.47692581339169,6.15948050204121
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Ukraine,UKR,8.96518101437243,9.31015109807472,10.8857721063269,8.57297627041519,7.40536799317816
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United Kingdom,GBR,0.604721474036011,0.671076489218374,0.708497418395029,0.660339419924098,0.579699701731121
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United States,USA,0.83262086291437,0.935800226701142,0.944732585225621,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Norway,NOR,1.78246102169707,1.8439294251894,1.59886917714459,1.65404445191908,2.0956988198576
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Slovenia,SVN,1.77040651705792,1.89729714128329,1.51124954313166,1.7102320081773,1.51932161939818
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Albania,ALB,22.9655306366233,23.4687164167083,22.4341151172329,23.0250575763314,23.0184724953671
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Andorra,AND,11.6998176283166,12.6601582717327,12.3626363853047,11.1453411041301,12.4282261796617
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Armenia,ARM,24.9716084573435,26.8172956979296,26.3643404113901,25.4370966437794,23.3745392421065
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Australia,AUS,25.2720792022262,25.3864557192621,25.4208652512055,27.48251427159,27.6508823908584
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Austria,AUT,25.5363771006496,25.6544867826211,25.7280321427311,25.2055400552551,25.2446158376037
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Azerbaijan,AZE,48.8236328425495,41.9563201571824,48.8181736249399,56.1467373576856,46.6317359792855
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Bahamas, The",BHS,13.2458013859652,12.5594987045852,11.2165644873295,8.49776194391157,8.79101719147749
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belarus,BLR,31.7370780512425,31.3516473974927,32.1445734089406,33.0290955450834,32.5397512173745
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belgium,BEL,19.2417105698694,19.0811705163268,17.9974949765149,19.51856076442,18.5320111362915
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bosnia and Herzegovina,BIH,23.2037923056831,23.7775609403246,24.7993816070925,24.663249794412,23.7549720693083
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brazil,BRA,18.7546275712259,19.5061183910265,22.1234751937997,22.819456851691,22.2631820393204
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Canada,CAN,24.0774078769413,22.4516173195,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Channel Islands,CHI,7.93089453000351,7.65409444723704,8.86439923825192,8.3830679169951,8.22051733135763
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Dem. Rep.",COD,39.6519158406748,41.1337667085316,45.3420353474724,47.7796331702669,46.5079749144518
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Rep.",COG,50.1286715725578,33.9517597969829,42.893702942357,49.2455523632312,45.2236339577947
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Costa Rica,CRI,19.2336569312753,20.3678511278951,20.6057923603832,20.6464381116167,20.459253835237
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cote d'Ivoire,CIV,21.6420400540965,20.7022034045474,22.1030350664638,23.6265184582204,23.8872081552878
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Croatia,HRV,19.576023376529,20.0952775136724,19.5841524472658,20.0651495635468,21.010322389472
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cyprus,CYP,12.7890118881986,12.8234844954585,11.4803600907365,10.3157797831982,10.4941708818085
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Czechia,CZE,30.8172927602906,29.6728490106408,28.5164055991395,29.2185730464326,30.4223358832913
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Denmark,DNK,20.6402200527554,19.5550544065806,19.796771565732,20.8355183946708,23.4885652894018
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominica,DMA,15.0803985101293,12.2295024166654,12.1723296113979,11.9981943842911,12.1968761680391
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ecuador,ECU,26.6504605861627,23.9811347301352,27.4363822676538,29.2119799311546,26.8571330147768
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Egypt, Arab Rep.",EGY,35.8254243818749,32.3694440960636,31.1876357692741,32.7114314706066,32.1190419225224
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,El Salvador,SLV,25.3481437171191,23.7247499015898,24.1049005031825,25.2100102160373,24.9541534154015
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Equatorial Guinea,GNQ,52.0754100364789,45.4054105758078,50.2017921133827,56.2109990616104,46.5038081676499
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Eritrea,ERI,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Estonia,EST,22.313384878363,21.7717078135052,22.6516169764727,23.3390486819003,21.7421087380918
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Faroe Islands,FRO,19.1133470734853,20.98884824361,19.52491938039,17.9467876458585,19.6699145254696
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Finland,FIN,24.1466052876512,24.227220617039,24.2326060040842,25.208549398025,23.8647007171081
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,France,FRA,16.907003960354,16.272651205236,16.0877289574672,16.1980918380604,18.4701925763483
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,French Polynesia,PYF,10.6834624276376,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Georgia,GEO,20.0073713952459,21.0709552310751,21.0675612607865,21.329779714521,18.8799548739128
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Germany,DEU,25.631053953741,25.3774618653649,25.3066536831626,25.6868874641173,26.8431150028073
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greece,GRC,13.4139572418293,14.2956021874194,14.7711977789358,16.6977234545458,15.2818535136882
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greenland,GRL,17.1422282695694,18.3462493864255,16.0613255078918,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Grenada,GRD,13.6417603413492,13.0941605347134,14.5479555080553,16.1794238981841,14.9533919520249
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guatemala,GTM,21.9422574352816,22.3294633677349,22.2413133558521,22.5990016497056,22.2850560397911
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea,GIN,29.390798702636,28.5122742669412,28.8210712335353,26.5029300686511,26.3423136091559
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea-Bissau,GNB,15.6781094992378,15.8307171989511,15.1496079230574,16.0230829909731,18.779829790111
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guyana,GUY,28.6893186333175,38.7960801467797,50.3895812479081,67.8206484460748,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Honduras,HND,26.7243168964313,25.357857215276,25.8201593146773,25.9084247689488,26.0324240833019
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Hungary,HUN,24.7117816607969,24.3802502634253,24.1759579032159,24.6483648818031,24.320183560803
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Iceland,ISL,19.5316331579433,20.1810957964365,20.3882857707002,21.2644096559347,21.0567362164463
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ireland,IRL,35.9150001809721,37.3727562066088,38.1839140893978,40.6817053341015,33.1881838653592
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Isle of Man,IMN,7.59325582917094,8.88444589020917,9.42416820760903,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Israel,ISR,18.9783397581656,19.4292111857689,18.0251296771784,18.8921333617118,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Italy,ITA,21.0122984359559,20.9642039077686,22.5572771105288,23.2224261836768,22.9395572766071
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Jamaica,JAM,19.2535844539959,20.3912395369836,20.9347128044777,19.9220815361069,18.648884323148
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Japan,JPN,28.8040848106902,29.07340051522,29.2628608719163,26.9164340611327,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Jordan,JOR,24.1116880393062,23.5538100159112,23.4204240200794,24.4882015845826,24.7652637905021
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kazakhstan,KAZ,33.028795913527,33.0977971542858,35.2669295966944,34.9793974237581,32.3295253976977
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kenya,KEN,16.9305452274709,17.4002876322786,17.1524357767952,17.5274480968435,16.8580693934385
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kiribati,KIR,9.56440721760259,9.76594751295746,10.6275457086531,9.8307408470718,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kosovo,XKX,27.0883844668186,27.5584566251826,27.4491619936227,27.2441813918075,26.345706078274
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Latvia,LVA,19.5988527886207,20.3341837659978,21.0908370063156,20.7207020806979,22.3381247616129
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Liechtenstein,LIE,44.2952285660684,40.3036198267405,40.2009622344276,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Luxembourg,LUX,11.5988958079178,11.3118944845976,10.7209988936008,10.3967225167357,10.4719147444682
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,North Macedonia,MKD,23.7034834116039,22.7433958881186,22.5805920939893,23.0244680694634,23.2578241917624
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malta,MLT,12.0664713713003,12.2954383227669,12.0244034812195,11.9376669112725,11.6811185532072
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Marshall Islands,MHL,14.4171747531129,13.3453680727874,10.6494399382001,8.49952644041042,11.0602776706518
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritania,MRT,28.5984350915107,33.6465387739026,32.0818928944898,29.1375503330515,30.590214885559
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritius,MUS,16.9108859849875,16.6414183044685,18.2388728652672,18.077920986565,18.5576776579874
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Moldova,MDA,21.9233489252916,23.1345230028419,20.6312606801817,19.4153964403432,17.4403830553959
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Monaco,MCO,13.0361610188765,14.8961444474613,12.5457762416163,12.2757894484929,11.5186984130418
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Montenegro,MNE,16.1294414526219,17.2946800578084,14.8354952739754,12.9653049670004,12.4766805746728
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Morocco,MAR,25.2499524130611,26.0436433872433,25.9539090511005,25.9113093904963,24.5583104066127
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Netherlands,NLD,17.1127557495056,17.3794770859182,17.7061297739891,18.6563965305589,18.7469265145434
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,New Caledonia,NCL,22.3267326732673,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,New Zealand,NZL,20.2745492532694,19.7803604965975,18.9694982180802,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Papua New Guinea,PNG,36.7110808712959,33.047083739778,34.039548195628,40.2791996121514,36.2877999538849
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Poland,POL,28.8315242170352,28.5669486213815,28.4859993432319,29.1814824967348,30.0570024194426
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Portugal,PRT,18.886083188208,19.3945333422241,19.312836959793,18.4032430064626,18.1493667325279
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Romania,ROU,27.6280376520057,26.4873422514377,26.0798594429787,27.3352765482745,26.6873286907141
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Russian Federation,RUS,32.1504958365379,29.7171245814295,31.4020723783502,32.095536566696,30.6475345421976
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Samoa,WSM,11.9596393238611,11.1223756527207,11.1297573849708,11.4247607937656,10.9078361434977
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,San Marino,SMR,34.7786569469683,35.6149220680825,36.6355581618435,37.5952017777331,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Saudi Arabia,SAU,46.0478188447691,39.470538950731,44.1735952545465,53.1366132942745,46.973674613507
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Serbia,SRB,25.5546144919159,24.3627644094332,24.3847589364029,25.2180137295977,23.9746623276374
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Seychelles,SYC,12.2185624290623,14.271545381162,11.7537279327877,11.7097033194077,12.0215811232788
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Singapore,SGP,24.0213523823824,23.2086930878604,24.2773628887138,23.7466066693208,22.4003613246571
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sint Maarten (Dutch part),SXM,7.2701465731997,7.05670772760768,6.02852472331512,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovak Republic,SVK,29.1467840646082,28.5377275498817,28.4917090829687,26.524042228654,32.8619441534644
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Solomon Islands,SLB,18.1215052138431,17.2449869224063,18.0590765607367,18.6566988923246,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Africa,ZAF,23.6220152843652,23.3394384079582,24.8691650397379,24.9348725792342,24.6196414679869
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Spain,ESP,19.9779055762497,20.1193927811735,20.3165748530524,20.930906380107,20.1164100688503
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Lucia,LCA,9.04463102076889,12.6671771942393,11.2865473876304,8.86598264113955,9.68543298686256
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Vincent and the Grenadines,VCT,13.6994880178279,12.5969487769539,13.3651237149736,13.9619011852709,14.168374969598
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sweden,SWE,22.2925738902775,21.8123640454111,23.055527700903,24.0248816282995,23.2510140537579
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Switzerland,CHE,24.7211591296094,24.8279156756116,25.5788564853889,24.8746674285497,24.927719758741
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tunisia,TUN,23.2353115777678,21.5120069019708,23.4077944951435,24.8648816572109,23.5120701753455
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turkiye,TUR,27.3317028269222,28.0257665285319,31.1328007254682,31.2937674598139,28.3776533622381
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ukraine,UKR,22.5804196823995,20.7999429657705,23.1537142195647,18.0108316024427,18.8356525297022
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United Kingdom,GBR,17.7588643465906,17.4113352786755,16.7340946880196,17.2416550164897,17.500181064246
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United States,USA,18.1454838448797,17.2676773903659,17.6081720747678,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Norway,NOR,29.8244589771798,26.8831673443447,37.9019230417877,49.1581920013174,38.9771383985175
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovenia,SVN,28.5562740977565,28.9448814140077,28.1735361942182,28.0098304707693,29.7010805373138
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Albania,ALB,30.9361353522288,22.5407585571141,31.1330200144264,37.197084813482,38.6650817896799
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Andorra,AND,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Armenia,ARM,41.3508013620849,29.7649869151934,35.9064399901267,50.2249804603907,59.4520856749187
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Australia,AUS,24.1596779983146,24.0267391579698,22.0566759771447,25.5315880289865,26.7992411333458
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Austria,AUT,55.8958073929339,51.6630899700616,55.9533597032853,61.9626734104832,59.4645666223774
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Azerbaijan,AZE,49.0506275016423,35.6235558660257,46.4887471674792,59.9868480668076,49.0453678900537
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Bahamas, The",BHS,35.5641431446966,24.2403245566468,29.4971369261758,39.4270880911056,39.746138020016
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Belarus,BLR,65.0944096428465,61.0121492642983,70.8320377207017,63.0511868938428,66.8190187611956
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Belgium,BEL,82.9674275396401,79.1968705613294,89.6296059153019,95.2678018169313,84.1639882975701
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bosnia and Herzegovina,BIH,40.0400711149533,34.1814921420484,42.5733214368127,48.307102350834,44.055617147886
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Brazil,BRA,14.1229191903622,16.4535520107044,19.1094303673866,19.6307650034371,18.1102794216442
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Canada,CAN,32.3526958202565,29.4736472349344,31.2163529553383,33.8450475582139,33.3693043905205
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Channel Islands,CHI,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Congo, Dem. Rep.",COD,25.8676651009614,28.6049515263296,40.385829565187,45.4979499673544,44.2459902044245
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Congo, Rep.",COG,56.1988143702835,40.7190432792988,52.8365708586233,63.8121468562925,56.8959278033859
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Costa Rica,CRI,34.3253215593308,31.9064976578059,36.1763570269654,42.4051961144394,38.9156320351491
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cote d'Ivoire,CIV,22.6604887650452,20.9934684842997,22.2962678369402,24.5266423324517,24.5199592562693
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Croatia,HRV,50.4892350523665,41.2770315838174,49.7797053734111,59.4969715136887,52.9341592859634
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cyprus,CYP,75.7588676037208,79.647252717685,90.7571404656286,102.228352655371,97.0188279262
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Czechia,CZE,72.1248511386482,67.7609732344735,70.550045142844,72.4094281428088,68.9733370768244
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Denmark,DNK,58.9506079167167,55.0368973244514,58.8254237804554,70.5484698289144,67.9596433833598
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Dominica,DMA,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ecuador,ECU,24.0486348220803,23.2835624071198,27.0047095688028,30.7865967428238,29.0653688196742
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Egypt, Arab Rep.",EGY,16.6440314510365,12.4727757370868,10.5611502153652,15.0870258208479,19.1021039290635
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,El Salvador,SLV,29.9559096080003,24.5267982788944,28.7814953892726,31.665057776255,31.1262002574112
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Equatorial Guinea,GNQ,51.1307495482003,40.8454498501516,45.1275510492817,52.9670852025114,36.6023261927194
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eritrea,ERI,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Estonia,EST,72.0191543549198,68.1545534058676,79.5461917889741,86.6638366613108,77.8577030027173
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Faroe Islands,FRO,55.7701753016943,47.4279013487692,52.4750111760697,62.2097192780871,57.7188961490028
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Finland,FIN,40.6183181143561,36.2143434283611,39.9217732469328,46.0958049630999,42.8153812381092
