,at,be,dk,fr,de,it,lu,nl,ch,gb,se,mc,no,fi,es,pt,ie,mt,il,gr,tr,ma,cy,is,ba,hr,si,ee,hu,lt,pl,ro,ru,sk,mk,lv,ua,al,ad,by,bg,md,am,cz,ge,me,rs,az,sm,au
lv,0.40476190476190477,0.17307692307692307,0.3076923076923077,0.16,0.2857142857142857,0.08333333333333333,0.2,0.08196721311475409,0.3,0.37142857142857144,0.1794871794871795,0.29545454545454547,0.18421052631578946,0.15384615384615385,0.043478260869565216,0.16981132075471697,0.34285714285714286,0.375,0.17391304347826086,0.26666666666666666,0.06896551724137931,0.10256410256410256,0.41379310344827586,0.2916666666666667,0.29545454545454547,0.5,0.3103448275862069,0.5128205128205128,0.44,0.7241379310344828,0.2608695652173913,0.375,0.1694915254237288,0.3,0.29545454545454547,1.0,0.4074074074074074,0.29545454545454547,0.29545454545454547,0.03571428571428571,0.4827586206896552,0.29545454545454547,0.29545454545454547,0.15384615384615385,0.64,0.29545454545454547,0.5833333333333334,0.29545454545454547,0.29545454545454547,0.40625
ua,0.23255813953488372,0.1702127659574468,0.16666666666666666,0.18181818181818182,0.3333333333333333,0.13793103448275862,0.13793103448275862,0.07142857142857142,0.22916666666666666,0.10526315789473684,0.1111111111111111,0.21428571428571427,0.11428571428571428,0.2,0.05,0.21739130434782608,0.10810810810810811,0.225,0.23529411764705882,0.3333333333333333,0.08695652173913043,0.12121212121212122,0.34615384615384615,0.19047619047619047,0.21428571428571427,0.42857142857142855,0.23076923076923078,0.2926829268292683,0.5789473684210527,0.3333333333333333,0.35294117647058826,0.5,0.18867924528301888,0.375,0.21428571428571427,0.4074074074074074,1.0,0.21428571428571427,0.21428571428571427,0.15,0.4230769230769231,0.21428571428571427,0.21428571428571427,0.18181818181818182,0.5909090909090909,0.21428571428571427,0.5238095238095238,0.21428571428571427,0.21428571428571427,0.11428571428571428
al,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
ad,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
by,0.023255813953488372,0.022222222222222223,0.11764705882352941,0.023809523809523808,0.02631578947368421,0.09090909090909091,0.017857142857142856,0.02,0.02040816326530612,0.03125,0.06896551724137931,0.05,0.034482758620689655,0.07142857142857142,0.0,0.021739130434782608,0.03225806451612903,0.02564102564102564,0.09090909090909091,0.0,0.0,0.07692307692307693,0.04,0.06666666666666667,0.05,0.05,0.045454545454545456,0.047619047619047616,0.05,0.029411764705882353,0.07692307692307693,0.058823529411764705,0.08,0.09090909090909091,0.05,0.03571428571428571,0.15,0.05,0.05,1.0,0.037037037037037035,0.05,0.05,0.034482758620689655,0.08333333333333333,0.05,0.045454545454545456,0.05,0.05,0.034482758620689655
bg,0.3488372093023256,0.22448979591836735,0.2692307692307692,0.16326530612244897,0.358974358974359,0.08571428571428572,0.24561403508771928,0.1206896551724138,0.3617021276595745,0.23684210526315788,0.18421052631578946,0.24444444444444444,0.1891891891891892,0.16,0.044444444444444446,0.24489795918367346,0.24324324324324326,0.38461538461538464,0.18181818181818182,0.4230769230769231,0.07142857142857142,0.2,0.6,0.30434782608695654,0.24444444444444444,0.5909090909090909,0.37037037037037035,0.4146341463414634,0.4583333333333333,0.53125,0.2727272727272727,0.45454545454545453,0.13333333333333333,0.3103448275862069,0.24444444444444444,0.4827586206896552,0.4230769230769231,0.24444444444444444,0.24444444444444444,0.037037037037037035,1.0,0.24444444444444444,0.24444444444444444,0.15789473684210525,0.5384615384615384,0.24444444444444444,0.6818181818181818,0.24444444444444444,0.24444444444444444,0.2222222222222222
md,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
am,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
cz,0.36363636363636365,0.34782608695652173,0.12903225806451613,0.3409090909090909,0.4864864864864865,0.08108108108108109,0.43137254901960786,0.425531914893617,0.32,0.08888888888888889,0.42424242424242425,0.2608695652173913,0.4375,0.14814814814814814,0.0425531914893617,0.21153846153846154,0.17073170731707318,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.06666666666666667,0.1,0.10526315789473684,0.14285714285714285,0.2608695652173913,0.12121212121212122,0.3,0.2765957446808511,0.32142857142857145,0.13333333333333333,0.25,0.13333333333333333,0.14754098360655737,0.3793103448275862,0.2608695652173913,0.15384615384615385,0.18181818181818182,0.2608695652173913,0.2608695652173913,0.034482758620689655,0.15789473684210525,0.2608695652173913,0.2608695652173913,1.0,0.16666666666666666,0.2608695652173913,0.18181818181818182,0.2608695652173913,0.2608695652173913,0.12195121951219512
ge,0.2727272727272727,0.16,0.2916666666666667,0.1702127659574468,0.275,0.09090909090909091,0.1896551724137931,0.06779661016949153,0.2916666666666667,0.25,0.19444444444444445,0.3170731707317073,0.2,0.17391304347826086,0.046511627906976744,0.18,0.2222222222222222,0.3684210526315789,0.2,0.2962962962962963,0.07692307692307693,0.1111111111111111,0.46153846153846156,0.3333333333333333,0.3170731707317073,0.5714285714285714,0.34615384615384615,0.36585365853658536,0.5,0.5666666666666667,0.3,0.42857142857142855,0.2222222222222222,0.3333333333333333,0.3170731707317073,0.64,0.5909090909090909,0.3170731707317073,0.3170731707317073,0.08333333333333333,0.5384615384615384,0.3170731707317073,0.3170731707317073,0.16666666666666666,1.0,0.3170731707317073,0.6666666666666666,0.3170731707317073,0.3170731707317073,0.2727272727272727
me,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
rs,0.2926829268292683,0.1702127659574468,0.3333333333333333,0.18181818181818182,0.2972972972972973,0.1,0.2,0.07142857142857142,0.3111111111111111,0.2,0.21212121212121213,0.275,0.21875,0.2,0.05,0.19148936170212766,0.20588235294117646,0.32432432432432434,0.23529411764705882,0.3333333333333333,0.08695652173913043,0.12121212121212122,0.5217391304347826,0.3888888888888889,0.275,0.875,0.5238095238095238,0.358974358974359,0.5789473684210527,0.4666666666666667,0.35294117647058826,0.5,0.125,0.375,0.275,0.5833333333333334,0.5238095238095238,0.275,0.275,0.045454545454545456,0.6818181818181818,0.275,0.275,0.18181818181818182,0.6666666666666666,0.275,1.0,0.275,0.275,0.21875
az,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
sm,0.2631578947368421,0.13846153846153847,0.175,0.14516129032258066,0.2641509433962264,0.13043478260869565,0.26865671641791045,0.19696969696969696,0.21875,0.17307692307692307,0.1346153846153846,1.0,0.13725490196078433,0.10256410256410256,0.1509433962264151,0.2711864406779661,0.15384615384615385,0.25925925925925924,0.1111111111111111,0.10869565217391304,0.047619047619047616,0.09803921568627451,0.2,0.1891891891891892,1.0,0.225,0.21428571428571427,0.2,0.1951219512195122,0.26,0.16666666666666666,0.15,0.3898305084745763,0.15555555555555556,1.0,0.29545454545454547,0.21428571428571427,1.0,1.0,0.05,0.24444444444444444,1.0,1.0,0.2608695652173913,0.3170731707317073,1.0,0.275,1.0,1.0,0.1836734693877551
au,0.30434782608695654,0.14814814814814814,0.25,0.11320754716981132,0.14583333333333334,0.1111111111111111,0.15873015873015872,0.17543859649122806,0.2,0.6896551724137931,0.2702702702702703,0.1836734693877551,0.24324324324324326,0.14814814814814814,0.06521739130434782,0.10526315789473684,0.6551724137931034,0.2727272727272727,0.16666666666666666,0.11428571428571428,0.06666666666666667,0.15789473684210525,0.23529411764705882,0.3333333333333333,0.1836734693877551,0.23333333333333334,0.25806451612903225,0.30434782608695654,0.15625,0.4166666666666667,0.15384615384615385,0.13333333333333333,0.06060606060606061,0.1111111111111111,0.1836734693877551,0.40625,0.11428571428571428,0.1836734693877551,0.1836734693877551,0.034482758620689655,0.2222222222222222,0.1836734693877551,0.1836734693877551,0.12195121951219512,0.2727272727272727,0.1836734693877551,0.21875,0.1836734693877551,0.1836734693877551,1.0
