,at,be,dk,fr,de,it,lu,nl,ch,gb,se,mc,no,fi,es,pt,ie,mt,il,gr,tr,ma,cy,is,ba,hr,si,ee,hu,lt,pl,ro,ru,sk,mk,lv,ua,al,ad,by,bg,md,am,cz,ge,me,rs,az,sm,au
se,0.2,0.25,0.1111111111111111,0.09090909090909091,0.2,0.034482758620689655,0.25,0.17647058823529413,0.25,0.25,1.0,0.2,0.30434782608695654,0.1320754716981132,0.0,0.1111111111111111,0.2765957446808511,0.2765957446808511,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.17647058823529413,0.2,0.07142857142857142,0.2,0.2,0.15384615384615385,0.22448979591836735,0.09090909090909091,0.1111111111111111,0.01694915254237288,0.15384615384615385,0.2,0.17647058823529413,0.1111111111111111,0.2,0.2,0.0,0.09090909090909091,0.2,0.2,0.1320754716981132,0.2,0.2,0.07142857142857142,0.2,0.2,0.30434782608695654
mc,0.2,0.2,0.1111111111111111,0.1111111111111111,0.2,0.034482758620689655,0.22448979591836735,0.1320754716981132,0.22448979591836735,0.36363636363636365,0.2,1.0,0.22448979591836735,0.1111111111111111,0.05263157894736842,0.1320754716981132,0.30434782608695654,0.3333333333333333,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.25,1.0,0.07142857142857142,0.25,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.09090909090909091,0.1320754716981132,0.05263157894736842,0.15384615384615385,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,0.01694915254237288,0.1111111111111111,1.0,1.0,0.1320754716981132,0.4634146341463415,1.0,0.07142857142857142,1.0,1.0,0.36363636363636365
no,0.2,0.2,0.15384615384615385,0.09090909090909091,0.2,0.034482758620689655,0.22448979591836735,0.15384615384615385,0.22448979591836735,0.2765957446808511,0.30434782608695654,0.22448979591836735,1.0,0.1111111111111111,0.0,0.1111111111111111,0.30434782608695654,0.25,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.2,0.22448979591836735,0.07142857142857142,0.2,0.22448979591836735,0.15384615384615385,0.25,0.09090909090909091,0.1111111111111111,0.01694915254237288,0.15384615384615385,0.22448979591836735,0.2,0.1111111111111111,0.22448979591836735,0.22448979591836735,0.0,0.09090909090909091,0.22448979591836735,0.22448979591836735,0.1320754716981132,0.22448979591836735,0.22448979591836735,0.07142857142857142,0.22448979591836735,0.22448979591836735,0.30434782608695654
fi,0.1111111111111111,0.1111111111111111,0.09090909090909091,0.07142857142857142,0.1111111111111111,0.034482758620689655,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.1111111111111111,0.1320754716981132,0.1111111111111111,0.1111111111111111,1.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.11764705882352941,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.0,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.1111111111111111
es,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.05263157894736842,0.0,0.0,1.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0
pt,0.1111111111111111,0.1320754716981132,0.09090909090909091,0.09090909090909091,0.1111111111111111,0.034482758620689655,0.1320754716981132,0.09090909090909091,0.1320754716981132,0.1111111111111111,0.1111111111111111,0.1320754716981132,0.1111111111111111,0.1111111111111111,0.01694915254237288,1.0,0.1111111111111111,0.1111111111111111,0.11764705882352941,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.1111111111111111,0.1111111111111111,0.1320754716981132,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1111111111111111,0.1320754716981132,0.1111111111111111,0.07142857142857142,0.1320754716981132,0.1320754716981132,0.0,0.07142857142857142,0.1320754716981132,0.1320754716981132,0.1111111111111111,0.1111111111111111,0.1320754716981132,0.07142857142857142,0.1320754716981132,0.1320754716981132,0.1111111111111111
ie,0.22448979591836735,0.25,0.1111111111111111,0.09090909090909091,0.2,0.034482758620689655,0.25,0.17647058823529413,0.25,0.6666666666666666,0.2765957446808511,0.30434782608695654,0.30434782608695654,0.1111111111111111,0.0,0.1111111111111111,1.0,0.4634146341463415,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.25,0.30434782608695654,0.07142857142857142,0.22448979591836735,0.30434782608695654,0.15384615384615385,0.36363636363636365,0.09090909090909091,0.1111111111111111,0.034482758620689655,0.15384615384615385,0.30434782608695654,0.2765957446808511,0.1111111111111111,0.30434782608695654,0.30434782608695654,0.0,0.09090909090909091,0.30434782608695654,0.30434782608695654,0.1320754716981132,0.30434782608695654,0.30434782608695654,0.07142857142857142,0.30434782608695654,0.30434782608695654,0.6216216216216216
mt,0.36363636363636365,0.4634146341463415,0.1111111111111111,0.09090909090909091,0.30434782608695654,0.034482758620689655,0.5789473684210527,0.30434782608695654,0.5384615384615384,0.4634146341463415,0.2765957446808511,0.3333333333333333,0.25,0.1111111111111111,0.0,0.1111111111111111,0.4634146341463415,1.0,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.25,0.3333333333333333,0.07142857142857142,0.25,0.3333333333333333,0.15384615384615385,0.3953488372093023,0.09090909090909091,0.1111111111111111,0.1111111111111111,0.15384615384615385,0.3333333333333333,0.30434782608695654,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.1320754716981132,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.3333333333333333,0.3953488372093023
il,0.16326530612244897,0.14,0.09615384615384616,0.09615384615384616,0.16326530612244897,0.03636363636363636,0.16326530612244897,0.11764705882352941,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.11764705882352941,0.0,0.11764705882352941,0.16326530612244897,0.16326530612244897,1.0,0.017857142857142856,0.03636363636363636,0.05555555555555555,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.07547169811320754,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.09615384615384616,0.11764705882352941,0.0,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.11764705882352941,0.16326530612244897,0.16326530612244897,0.0,0.09615384615384616,0.16326530612244897,0.16326530612244897,0.14,0.16326530612244897,0.16326530612244897,0.07547169811320754,0.16326530612244897,0.16326530612244897,0.16326530612244897
gr,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.017857142857142856,1.0,0.0,0.0,0.5789473684210527,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288
tr,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.03636363636363636,0.0,1.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
ma,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.01694915254237288,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05555555555555555,0.0,0.034482758620689655,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.034482758620689655,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.034482758620689655,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
cy,0.15384615384615385,0.1320754716981132,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.034482758620689655,0.15384615384615385,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1111111111111111,0.0,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.16326530612244897,0.5789473684210527,0.034482758620689655,0.05263157894736842,1.0,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.09090909090909091,0.1111111111111111,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.0,0.09090909090909091,0.15384615384615385,0.15384615384615385,0.1320754716981132,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.15384615384615385,0.15384615384615385,0.15384615384615385
is,0.2,0.15384615384615385,0.09090909090909091,0.09090909090909091,0.17647058823529413,0.034482758620689655,0.17647058823529413,0.1111111111111111,0.17647058823529413,0.25,0.17647058823529413,0.25,0.2,0.1111111111111111,0.0,0.1111111111111111,0.25,0.25,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,1.0,0.25,0.07142857142857142,0.17647058823529413,0.25,0.15384615384615385,0.25,0.09090909090909091,0.1111111111111111,0.0,0.15384615384615385,0.25,0.25,0.1111111111111111,0.25,0.25,0.0,0.09090909090909091,0.25,0.25,0.1320754716981132,0.25,0.25,0.07142857142857142,0.25,0.25,0.25
ba,0.2,0.2,0.1111111111111111,0.1111111111111111,0.2,0.034482758620689655,0.22448979591836735,0.1320754716981132,0.22448979591836735,0.36363636363636365,0.2,1.0,0.22448979591836735,0.1111111111111111,0.05263157894736842,0.1320754716981132,0.30434782608695654,0.3333333333333333,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.25,1.0,0.07142857142857142,0.25,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.09090909090909091,0.1320754716981132,0.05263157894736842,0.15384615384615385,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,0.01694915254237288,0.1111111111111111,1.0,1.0,0.1320754716981132,0.4634146341463415,1.0,0.07142857142857142,1.0,1.0,0.36363636363636365
hr,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.034482758620689655,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07547169811320754,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.0,0.5,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142
si,0.17647058823529413,0.17647058823529413,0.1111111111111111,0.09090909090909091,0.17647058823529413,0.034482758620689655,0.17647058823529413,0.1320754716981132,0.17647058823529413,0.25,0.2,0.25,0.2,0.1111111111111111,0.0,0.1111111111111111,0.22448979591836735,0.25,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.17647058823529413,0.25,0.5,1.0,0.25,0.15384615384615385,0.25,0.09090909090909091,0.1111111111111111,0.0,0.15384615384615385,0.25,0.22448979591836735,0.1111111111111111,0.25,0.25,0.0,0.09090909090909091,0.25,0.25,0.1320754716981132,0.25,0.25,0.5,0.25,0.25,0.25
ee,0.2,0.25,0.1111111111111111,0.15384615384615385,0.17647058823529413,0.034482758620689655,0.2,0.1320754716981132,0.2765957446808511,0.3953488372093023,0.2,0.3333333333333333,0.22448979591836735,0.1111111111111111,0.0,0.1111111111111111,0.30434782608695654,0.3333333333333333,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.25,0.3333333333333333,0.07142857142857142,0.25,1.0,0.22448979591836735,0.5384615384615384,0.15384615384615385,0.1320754716981132,0.05263157894736842,0.15384615384615385,0.3333333333333333,0.4634146341463415,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.1320754716981132,0.4634146341463415,0.3333333333333333,0.1320754716981132,0.3333333333333333,0.3333333333333333,0.3953488372093023
hu,0.15384615384615385,0.2,0.09090909090909091,0.15384615384615385,0.15384615384615385,0.034482758620689655,0.15384615384615385,0.1111111111111111,0.22448979591836735,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1111111111111111,0.0,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.15384615384615385,0.22448979591836735,1.0,0.22448979591836735,0.15384615384615385,0.1111111111111111,0.05263157894736842,0.15384615384615385,0.15384615384615385,0.22448979591836735,0.17647058823529413,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1320754716981132,0.22448979591836735,0.15384615384615385,0.1320754716981132,0.15384615384615385,0.15384615384615385,0.15384615384615385
lt,0.2,0.2765957446808511,0.1111111111111111,0.15384615384615385,0.2,0.034482758620689655,0.22448979591836735,0.15384615384615385,0.30434782608695654,0.4634146341463415,0.22448979591836735,0.3333333333333333,0.25,0.1111111111111111,0.0,0.1111111111111111,0.36363636363636365,0.3953488372093023,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.25,0.3333333333333333,0.07142857142857142,0.25,0.5384615384615384,0.22448979591836735,1.0,0.15384615384615385,0.1320754716981132,0.05263157894736842,0.15384615384615385,0.3333333333333333,0.4634146341463415,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.1320754716981132,0.4634146341463415,0.3333333333333333,0.1320754716981132,0.3333333333333333,0.3333333333333333,0.3953488372093023
pl,0.09090909090909091,0.15384615384615385,0.05263157894736842,0.1320754716981132,0.09090909090909091,0.034482758620689655,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.07142857142857142,0.0,0.07142857142857142,0.09090909090909091,0.09090909090909091,0.09615384615384616,0.0,0.034482758620689655,0.05263157894736842,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.05263157894736842,0.09090909090909091,0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,0.07142857142857142,0.05263157894736842,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.1320754716981132,0.09090909090909091,0.09090909090909091,0.0,0.1111111111111111,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.09090909090909091,0.09090909090909091
ro,0.1111111111111111,0.09090909090909091,0.07142857142857142,0.09090909090909091,0.1111111111111111,0.034482758620689655,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1320754716981132,0.1111111111111111,0.07142857142857142,0.0,0.07142857142857142,0.1111111111111111,0.1111111111111111,0.11764705882352941,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.1111111111111111,0.1111111111111111,0.1320754716981132,0.07142857142857142,0.1111111111111111,0.1320754716981132,0.1111111111111111,0.1320754716981132,0.07142857142857142,1.0,0.01694915254237288,0.1111111111111111,0.1320754716981132,0.1320754716981132,0.1111111111111111,0.1320754716981132,0.1320754716981132,0.01694915254237288,0.1111111111111111,0.1320754716981132,0.1320754716981132,0.09090909090909091,0.1320754716981132,0.1320754716981132,0.07142857142857142,0.1320754716981132,0.1320754716981132,0.1111111111111111
ru,0.0,0.15384615384615385,0.0,0.05263157894736842,0.0,0.0,0.09090909090909091,0.0,0.1320754716981132,0.0,0.01694915254237288,0.05263157894736842,0.01694915254237288,0.0,0.0,0.07142857142857142,0.034482758620689655,0.1111111111111111,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.01694915254237288,1.0,0.0,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.05263157894736842,0.0,0.07142857142857142,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.01694915254237288
sk,0.15384615384615385,0.1320754716981132,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.034482758620689655,0.15384615384615385,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1111111111111111,0.0,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.16326530612244897,0.01694915254237288,0.034482758620689655,0.05263157894736842,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.09090909090909091,0.1111111111111111,0.0,1.0,0.15384615384615385,0.15384615384615385,0.1111111111111111,0.15384615384615385,0.15384615384615385,0.0,0.09090909090909091,0.15384615384615385,0.15384615384615385,0.6216216216216216,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.15384615384615385,0.15384615384615385,0.15384615384615385
